external_id,seq_number,artist_name,quote_name,quote_number,status,type,quoted_lease_start_date,quoted_lease_end_date,tour_start_date,tour_end_date,quoted_lease_days,tour_days,billed_bus_days,main_driver_days,billed_driver_days,total_estimated_miles,driver_deadhead_front_days,driver_deadhead_rear_days,bus_deadhead_front_days,bus_deadhead_rear_days,co_driver_days,discount_days,main_driver_overdrives,quoted_lease_months,tour_months,notes,_startracker_status,_is_contract,_startracker_total
29384,29384,Megan Moroney,"May 28 - August 19, 2026",Q-MEGAN-MORONEY-29384,Draft,Short Term,2026  12:00:00 AM-05-28,2026  12:00:00 AM-08-19,2026  12:00:00 AM-05-28,2026  12:00:00 AM-08-19,84,84,84,0,0,0,0,0,0,0,0,0,0,,,Pay Fuel on road. $0.60/Mile,Quote - Active,false,645120
