external_id,vehicle_name,vehicle_index,use_custom_tour_data,custom_tour_start_date,custom_tour_end_date,custom_total_estimated_miles,custom_tour_days,custom_billed_bus_days,custom_main_driver_days
"30,372",CC9012,0,false,,,,,,
"29,362",CC9033,0,false,,,,,,
"30,441",CC9012,0,false,,,,,,
"30,425",CC9017,0,false,,,,,,
"30,423",CC9012,0,false,,,,,,
"29,345",CC9017,1,false,,,,,,
"29,346",CC9012,1,false,,,,,,
"29,364",CC9038,1,false,,,,,,
"29,344",CC9004,1,false,,,,,,
