external_id,vehicle_name,vehicle_index,use_custom_tour_data,custom_tour_start_date,custom_tour_end_date,custom_total_estimated_miles,custom_tour_days,custom_billed_bus_days,custom_main_driver_days
30384,CC9012,0,false,,,,,,
30392,CC9033,1,false,,,,,,
30392,CC9038,2,false,,,,,,
30468,CC9033,1,false,,,,,,
